Cluster,Expansin A6
#02,0
#10,0
#06,0
#05,0
#07,0
#01,0
#03,0
#07,0
#06,0
#02,0
#01,1.063036662
#01,1.977835068
#05,0
#02,0
#01,1.472564676
#04,0
#01,2.198702928
#07,0
#03,0
#04,0
#03,0
#03,0
#02,0
#07,0
#04,0
#03,0.246793765
#03,0
#05,0
#02,1.522093365
#03,0
#03,0
#03,0
#05,0
#08,1.209351021
#01,2.258769205
#02,0
#01,2.130396637
#01,0.522357292
#03,0
#08,0.902469462
#04,0
#01,0.606668828
#01,1.205069046
#05,0
#01,0
#01,3.413121454
#02,0
#07,0
#07,0
#05,1.385653692
#02,0
#02,0
#01,0
#01,2.093551339
#03,0
#03,0
#06,0
#07,0
#01,0
#02,0
#09,1.343356833
#02,0
#01,1.515377425
#06,0
#01,0
#01,0
#08,0.937909995
#01,2.702578176
#01,3.162256173
#01,1.654892445
#03,0
#04,0.379747508
#03,0.456014644
#01,2.546131789
#07,0
#01,0.491267706
#04,0
#01,2.460612703
#03,0
#01,0.677315351
#01,3.439917863
#03,0
#05,0
#05,0
#01,0
#02,0
#03,0.20818173
#03,0
#03,0
#01,1.915435705
#03,0
#02,0
#03,0
#02,0
#01,1.924441738
#05,0
#01,1.208277512
#01,2.933037787
#06,0.712257491
#03,0
#01,0
#02,0
#01,1.352532089
#03,0
#01,1.474067991
#01,1.897640692
#06,1.141967996
#01,1.382787334
#05,1.226114173
#05,0
#01,3.325569296
#02,0
#04,0
#06,0
#03,0
#05,0.126633439
#01,0
#01,1.458514165
#05,0
#07,0
#04,0.302671986
#04,0
#02,0
#02,0
#07,0
#07,0
#01,1.010206071
#04,0
#06,0.734664645
#04,0
#02,0.616939109
#05,0
#04,0
#01,0
#08,0
#01,2.003252163
#03,0
#01,0.496560871
#03,0
#01,0
#01,1.415037499
#04,0
#01,0
#06,0.532395708
#04,0.877210322
#03,0
#04,0
#03,0.547207579
#03,0
#03,0
#02,0
#01,2.907672332
#02,1.277084668
#03,0
#02,0.553798621
#03,0
#07,0
#04,0
#03,0
#02,0
#08,0
#01,0.39060746
#01,0
#04,0.723747092
#04,1.395787459
#02,0
#04,0.326093196
#03,0.156764468
#01,0
#06,0.820077968
#02,0
#01,0.469485283
#03,0.274084986
#01,0.629376544
#04,0.875563478
#02,0.871926539
#06,1.448692233
#05,0
#03,0
#06,1.426049644
#07,0
#06,1.409798678
#02,0
#07,0
#03,0
#04,0
#01,0
#02,0
#03,0
#05,0
#07,0
#07,0
#01,0.896906507
#04,0
#03,0
#03,0.134916953
#07,0
#01,1.360307028
#03,0
#06,0
#02,0
#06,1.507163297
#02,0
#01,0
#06,0
#04,0
#06,1.08846926
#03,0
#08,0
#05,0.191594587
#01,0
#07,0
#04,0
#10,0
#02,1.550047802
#01,1.889148136
#01,1.541128058
#06,0
#03,0
#02,0
#01,1.597249086
#01,3.390621746
#01,1.013903839
#05,0
#01,0
#04,0
#02,0.477003253
#03,0
#01,0
#05,0
#04,0.074613061
#03,0
#01,0
#01,0
#04,0
#09,0.721990364
#03,0
#04,0.529857901
#02,0
#03,0.276163678
#01,1.859222529
#08,0.890051533
#01,0
#05,0
#06,0.998919195
#05,0
#07,0
#01,0
#07,0
#03,0
#08,0
#01,3.004842215
#02,0
#01,0.353115014
#01,0
#07,0
#01,2.308177125
#01,2.400011815
#02,0
#01,0
#01,1.926424741
#02,0
#01,2.248639639
#02,0
#07,0
#01,0
#03,0
#07,0
#06,0.629348651
#02,1.272877558
#03,0.462576284
#01,1.234611663
#01,1.185159515
#04,0
#06,0
#03,0
#01,2.035896657
#03,0
#01,0.541183874
#07,0
#05,0
#08,1.095157233
#07,0
#06,0
#01,0.70252685
#01,0
#01,0.830917448
#03,0
#02,0.380654505
#06,0
#06,0
#02,0.224893482
#06,0
#02,0
#03,0
#06,0.214124805
#01,0
#05,0
#04,1.174957079
#01,0
#01,1.704821959
#06,2.349558253
#01,1.268105395
#06,0
#07,0
#04,0
#03,0
#02,0.612683258
#01,1.738313278
#01,0.719325763
#05,0.878311769
#01,1.452126818
#02,0.596990143
#01,0
#06,0
#08,1.63781073
#01,0
#07,0
#03,0
#01,0
#02,0.331053237
#01,0
#01,2.243666046
#03,0
#07,0
#03,1.215834705
#01,0
#01,1.242523376
#06,0.971815654
#04,0
#06,0
#03,0.235565152
#01,0.499862389
#04,0
#02,0
#03,0
#01,2.727767349
#06,2.174377406
#01,0.569745292
#05,0
#03,0
#03,0.769896607
#01,1.00873481
#02,0
#02,0.605119499
#04,0
#02,0
#01,0
#03,0
#02,0
#02,0
#03,1.455500787
#03,0.10737695
#03,0
#01,0.588348543
#02,0
#03,0.152404902
#03,0.080546426
#02,0
#07,0
#02,0.680678924
#05,0
#04,0
#03,0
#01,2.222297964
#02,0.487746273
#06,0
#03,0
#02,1.280107919
#01,0
#03,0.349546887
#02,0
#05,0
#03,0
#05,0
#01,0
#01,0
#03,0
#03,0.112882693
#02,0
#03,0
#05,0
#01,1.337264405
#02,0
#03,0
#03,0
#02,0
#03,0
#03,0
#01,0
#01,2.13227898
#03,0.241777299
#05,1.357552005
#01,0.947482966
#06,0
#02,0
#06,0.353071589
#01,1.840219556
#01,0.570201546
#06,0.545706374
#06,1.503681965
#02,0
#05,0.292987257
#04,0
#07,0
#06,1.308361775
#02,0
#06,1.46357569
#06,0.054306349
#01,0
#05,0
#07,0.718959806
#03,0
#03,0
#01,1.896682133
#02,1.409798678
#02,0
#04,0.82110082
#01,1.522386836
#02,0
#02,0
#06,0
#07,0
#06,0
#06,1.478708192
#03,0.235951274
#06,1.811228624
#09,0
#02,0
#06,0
#01,2.684237147
#01,0
#08,1.26632563
#02,0.547207579
#05,0
#07,0
#04,0.329761217
#05,0.146369217
#01,0.468102199
#03,0.139068773
#07,0
#01,3.288643503
#05,0
#04,0
#01,1.575408194
#04,0
#03,0
#01,0
#03,1.583787928
#06,0.713948131
#01,2.259386629
#03,0
#03,0
#05,1.832019532
#05,0
#02,0
#05,0
#02,0
#01,1.475848937
#03,0.69170864
#06,1.282912174
#06,0
#02,0.162326261
#01,1.337930194
#08,0
#06,0
#03,0
