Cluster,Ray scUPlcmUP
#05,2.089283864
#03,1.399419526
#04,0.929511363
#01,1.528785553
#01,1.268593815
#02,0.912736105
#01,0
#07,0
#02,5
#01,1.437974311
#01,0
#03,1.539061308
#01,1.367247386
#01,5
#04,5
#02,4.741825179
#06,1.417301644
#01,1.345301015
#02,0.749689581
#07,0
#06,1.093167802
#07,0
#01,0
#01,2.208888157
#03,2.535358451
#01,2.035259788
#01,0.486085861
#01,0.887790496
#07,0
#05,1.228039162
#01,0
#01,0
#07,1.905343584
#04,0.999279193
#02,1.08697069
#05,0.93482747
#02,1.069163339
#01,1.498157673
#01,0
#07,0.770377715
#02,1.952461755
#02,1.971572282
#01,0
#05,0.515181808
#05,1.609489161
#01,1.445799753
#02,0
#07,0
#03,3.406107302
#06,0.127766869
#01,0
#01,0
#07,0
#03,1.99045113
#03,2.581075283
#03,4.261499562
#04,1.617807418
#02,0.836116044
#02,1.726281647
#01,0
#03,2.161613655
#07,0.501617904
#05,1.6036873
#03,1.654568756
#07,0.754300205
#06,1.64936557
#06,0.644289291
#04,1.207763475
#02,5
#05,1.915021127
#01,0
#01,1.441093467
#04,0.626461369
#03,1.584318033
#04,0
#01,2.270986529
#04,2.423521499
#05,3.860361111
#07,0
#05,1.670539731
#04,1.303605686
#01,2.401638019
#01,0.367491106
#02,1.513660313
#01,3.65933956
#07,0.499862389
#04,0.352248546
#06,0.764111736
#05,0.335069195
#02,4.100946838
#01,3.643795249
#02,1.628688063
#01,0.802439432
#05,0
#08,5
#02,1.428073779
#04,1.025168228
#06,0.244571019
#07,0
#07,0
#05,0.43902118
#01,1.455291883
#02,2.424065412
#05,1.528627487
#07,2.192059993
#04,1.515377425
#01,0.601669993
#07,0
#01,0
#03,1.171234734
#06,1.123521804
#01,0
#03,1.441408372
#02,0
#10,1.527395421
#05,2.877417028
#03,2.202887567
#08,2.709179392
#04,5
#03,1.582095075
#03,0.518222516
#05,3.227502341
#05,1.383032771
#03,1.245511516
#01,0
#02,0.982645659
#10,2.053837111
#01,0
#01,1.787837436
#03,1.532979553
#01,0
#04,0.57454631
#08,5
#01,0.37784694
#01,0
#03,3.401592512
#08,5
#04,1.215834705
#03,2.110031798
#03,1.426206772
#06,0.704802271
#05,0.257341809
#01,1.324095932
#02,2.637183473
#03,1.240886001
#01,0
#03,3.442505577
#03,2.481028003
#01,1.334608327
#02,0.593998453
#07,0.431933275
#10,3.88931427
#02,0
#02,1.518237346
#01,2.032272112
#03,1.71916241
#03,0.901191555
#06,0.599335017
#05,0.556393349
#02,2.31851463
#05,0.248756033
#04,1.554356896
#01,0
#01,1.070184039
#01,0.949421901
#04,0.668368957
#01,0
#05,1.278395866
#04,1.479379462
#06,0.659393083
#07,0
#03,1.373530054
#04,1.891429725
#05,1.063930017
#02,1.106618029
#07,1.127523752
#07,0
#01,1.045479971
#01,2.050579006
#07,0.338784152
#02,0.512970658
#03,2.035106154
#06,0.998379702
#03,2.973124751
#05,4.274841188
#02,1.176323777
#01,0.746516029
#01,1.471473445
#01,0
#03,1.122731291
#03,1.216973167
#07,2.252923741
#06,1.023726525
#03,2.452471339
#05,0.969238055
#03,4.093855015
#05,0
#01,0
#04,0
#01,0.470721632
#04,3.49049305
#02,1.444071581
#08,5
#06,0.419542308
#04,2.193808436
#01,0
#03,2.082430594
#05,1.796579083
#07,0
#05,0
#01,0
#01,1.424879084
#05,2.222662692
#02,4.942448581
#03,1.430183773
#02,1.159913725
#02,0.84650623
#03,0.81882576
#03,4.781390493
#03,1.627162219
#05,2.959553021
#02,1.274076577
#01,0.667424661
#04,0
#01,0
#02,5
#02,5
#05,0.522060132
#05,0.761538363
#03,3.113854302
#05,1.588952498
#05,1.134723999
#01,0
#06,2.190602216
#01,0
#05,2.403764941
#03,1.856969757
#04,1.738313278
#06,0.418187225
#07,0
#04,0.895182568
#08,5
#05,0.72492371
#07,0
#10,0
#02,4.043036059
#04,4.304067201
#01,0
#03,1.777519991
#05,2.199184349
#01,1.207206018
#02,0
#03,1.955579328
#04,0.431282829
#04,3.999853553
#02,5
#03,1.176085246
#02,0.542419124
#03,2.43895532
#01,0
#07,1.384218917
#01,0.976492423
#03,5
#04,1.276481841
#02,5
#06,2.046972855
#03,3.449058943
#03,2.905670854
#01,2.395436765
#04,0.982993575
#08,5
#08,5
#04,5
#05,1.156516462
#01,0.598497479
#06,0.698903128
#04,1.99070781
#01,0
#05,0.584962501
#04,5
#06,1.239148326
#01,1.46012053
#06,1.31472079
#03,1.073533403
#06,0.562915009
#07,0
#01,2.166179189
#07,0.663053611
#02,1.919774026
#03,0.6142722
#03,0.546054747
#04,2.384383551
#02,0.578307553
#03,3.235283673
#01,0.844421769
#03,1.924594946
#07,0.334444997
#01,0.877760689
#07,0
#04,0.692216087
#02,2.450533804
#05,1.699718891
#05,0.409555456
#06,0.516464982
#06,1.518785592
#03,0.569045826
#03,0
#02,0
#07,0
#07,0
#01,0.767858743
#06,2.128391242
#05,2.93861984
#07,0
#01,1.498157673
#04,0
#01,0
#01,0
#03,1.099577757
#02,1.821322833
#01,0.743565664
#03,2.096934225
#03,2.602717704
#01,0.668684327
#03,0.883114824
#07,1.451332657
#06,1.397372572
#07,0.853060368
#01,0
#10,1.699192252
#04,0.748400409
#05,0.730238591
#01,0
#05,0.384108724
#07,1.082238261
#01,0
#02,0.92354497
#04,5
#03,1.171427412
#07,0
#05,0.518766064
#07,0
#03,1.863025697
#03,2.04838799
#05,0.600745904
#04,2.942729721
#02,0.397649178
#01,0
#01,0.835866977
#09,1.814685283
#03,4.090730262
#05,1.754074492
#07,0
#10,1.441875545
#01,3.112445133
#07,0
#05,1.261033532
#02,1.223257182
#03,3.080386748
#07,0
#05,0.333358253
#01,1.503850061
#02,1.18813102
#01,0
#02,5
#06,1.580766144
#02,5
#01,0
#01,0.732378325
#05,1.135278331
#01,1.389977284
#05,1.543885744
#01,0
#02,5
#08,5
#01,0
#01,0.612419246
#01,1.781999348
#06,1.128654757
#07,0.736965594
#04,2.11371852
#03,1.212014564
#03,1.662846603
#03,3.271155515
#02,0.525684375
#03,0.988546858
#05,0.45874432
#01,0
#03,0.779603018
#01,2.71457991
#06,0.406995041
#09,0
#08,5
#03,2.212686444
#04,0
#07,0
#03,1.997271087
#04,0.672811878
#01,4.573856734
#05,1.66492909
#04,0
#01,0.968550869
#02,3.622425338
#08,3.557286662
#01,0
#05,0.292987257
#06,0.763838626
#09,0.941341841
#03,1.267589199
#03,1.50682498
#04,1.882312221
#03,2.30296236
#01,3.461671097
#03,0
#05,0.616788653
#04,3.498291187
#04,0
#03,1.28046819
#06,1.990207961
#03,1.821423254
#06,1.24025193
#03,1.739130593
#01,0.91935198
#08,4.959894327
#03,0.715435364
#02,2.281900949
#01,0.454999522
#06,0
#07,0.692893866
#06,0.214769893
#06,0.755350657
#05,0
#03,2.657329821
#03,1.565643873
#10,0
#05,1.419819802
#03,2.625225153
#05,0.377183767
#01,0.814058255
#03,1.827659545
#02,3.820212409
#07,0.829114323
#04,0.841887019
#01,0.77589396
#03,0.82559295
#05,1.379218335
#03,1.241660023
#01,0
#03,2.784225634
#01,0.915731083
#01,0
#05,1.535272414
#01,0.546159347
#04,1.209272368
#02,1.004711733
#01,2.142593937
#04,1.458261752
#01,0.612683258
#01,1.801933797
#07,1.294041208
#01,1.013903839
#01,0.517808754
#01,0
#01,0.738700993
#06,1.383097897
#02,0
#03,0.834117732
#01,0
#07,0
#01,0.842899039
#03,1.262006279
#05,1.80938083
#03,1.307842255
#01,2.214022952
#01,0.668053889
#01,0
#07,0
#02,0.374297834
#04,1.630096896
#04,0.557263736
#05,0
#06,0.443005807
#07,0
#02,1.373684229
#05,2.913945092
#05,0.286392886
#01,0
#02,1.325466827
#04,0
#01,0.82651408
#01,4.362900447
#03,1.760941749
#06,1.650205416
#06,0.832037861
#01,0
#08,5
#03,1.505390004
#03,1.135587991
#02,3.143743511
#01,0
#07,0.893465454
#05,3.758111252
#08,3.447977516
#07,0.434058473
#01,0
#01,0
#01,3.956717516
#04,0.475733431
#06,3.104689059
#02,0.476685156
#03,1.458921089
#06,0.300802295
#02,2.120050124
#02,0.504274655
#03,1.318391415
#06,0.233312562
#04,1.651768371
#02,1.860685643
#02,0.607187061
#01,0.612683258
#06,1.245304302
#01,0
#06,0.745129922
#08,5
#05,0.549408701
#03,1.120395612
#03,2.224211416
#07,1.379933698
#01,0.537309525
#02,0
#06,2.438757401
#06,0.298312133
#06,0.579013234
#08,5
#01,2.46047453
#02,0.572724231
#03,2.669045855
#05,0.954918618
#03,0.934321556
#03,2.619288382
#04,0.601019881
#01,0
#01,1.956291814
#05,0.401992458
#01,0
#04,1.066324759
#03,1.695776385
#05,1.746658271
#01,0
#01,0
#03,2.600207201
#04,0
#01,1.143517399
#07,1.333284518
#01,1.404601507
#04,0.7910075
#01,0
#04,2.376927994
#03,2.331389993
#08,5
#06,0
#01,1.555749519
#03,1.944370376
#10,0
#06,1.26262703
#01,2.216807185
#01,0
#05,0.605854266
#07,0.777178448
#04,1.31568405
#01,2.318025453
#01,0
#01,1.527690517
#05,0.693743591
#06,0.552792705
#06,0.921087489
#06,1.201413405
#04,0
#08,5
#01,0
#07,0
#03,1.172058071
#01,0.984387801
#02,2.655961988
#02,0
#03,1.264904142
#06,0.173213534
#04,0.274320213
#05,1.448288432
#02,0
#07,0
#02,1.534501016
#06,2.239791317
#01,1.255175933
#01,0.632319412
#03,1.057993464
#03,1.380306228
#01,2.59464811
#03,1.339863525
#01,1.695993813
#07,1.889820884
#02,1.229607415
#01,0.72635192
#01,0
#01,0
#04,2.040729012
#02,3.516970008
#03,2.66573399
#08,5
#01,0
#06,0.439782009
#01,0
#03,1.392240469
#02,0.355916731
#04,0
#07,0
#04,1.255175933
#02,0
#04,2.013378989
#04,0
#06,0.418845816
#02,1.033209758
#04,5
#01,0.822640022
#02,0
#01,0
#05,1.350755592
#01,0.583523403
#05,0.798146272
#03,1.42259485
#01,0
#03,0.367172788
#05,2.644567082
#06,0.513524232
#01,2.233797185
#02,0.723312806
#02,1.953289048
#01,0
#01,0
#05,0.537066772
#01,0
#02,1.800461631
#01,0
#02,0.528549192
#04,2.648540548
#02,0.615869529
#01,0.685511878
#01,3.785966336
#03,3.157342553
#01,2.830074999
#02,1.757300789
#04,0
#05,2.568896673
#05,0
#03,2.10555791
#02,0
#01,1.227914706
#07,0
#02,1.081957105
#02,0.554876775
#04,5
#07,0
#08,5
#04,0.481935502
#04,0
#01,0.889485161
#03,0.545002539
#07,0
#07,2.01746962
#01,0
#02,0.671218234
#04,0
#01,0
#01,2.199071347
#01,0
#03,1.436652134
#04,0.836431091
#06,0
#04,0.999279193
#05,1.531111386
#06,0.179514848
#05,2.180641637
#02,0
#06,0.876277383
#01,0
#04,3.020332725
#08,5
#07,0
#01,0
#06,0.41837041
#05,0.670028035
#06,0.728889488
#07,0.789823528
#07,0
#03,3.033878564
#01,0
#02,0.448019274
#02,0
#04,0
#07,0
#08,5
#01,0.869579174
#04,2.73495503
#03,2.432759107
#03,2.053908301
#05,2.023266376
#02,0.560331927
#04,0
#04,0
#01,2.066667886
#02,0.579596731
#07,0
#06,0.57140274
#02,1.303660612
#02,0
#01,1.977190473
#01,1.312479031
#04,1.678079019
#06,1.489174199
#02,1.145909376
#10,1.200819009
#06,1.028153789
#05,1.709701115
#07,0
#01,0
#03,2.484938168
#07,0.842392716
#06,1.158325951
#02,2.351266415
#01,1.063036662
#01,2.772566043
#05,1.496572049
#02,0.195521317
#01,0
#04,0
#01,0
#07,0.485097294
#03,0.910067336
#04,4.816014228
#03,4.544542019
#03,2.519169734
#02,0.587377054
#07,0.83882303
#04,1.454066501
#03,0.246793765
#03,1.831287953
#05,2.767031419
#02,2.434469483
#03,0.945871447
#03,3.148342834
#03,1.015444665
#05,2.507995136
#08,5
#01,1.247420794
#02,0.510220778
#01,1.766607551
#01,0.905043032
#03,1.178307668
#08,5
#04,0.931638445
#01,0
#01,0
#05,1.333410288
#01,3.062030339
#01,0
#02,0.91684379
#07,0
#07,0.631195029
#05,2.079226691
#02,3.004771139
#02,0.591774564
#01,0
#01,0
#03,2.49568419
#03,0.648055037
#06,0.660089835
#07,1.821897624
#01,1.582311504
#02,2.59351409
#09,0.455046892
#02,0
#01,0
#06,0.312544907
#01,1.146389487
#01,2.190442019
#08,4.315297449
#01,0.939808538
#01,0.995691301
#01,0.779328967
#03,0.708448016
#04,1.059827189
#03,2.44886641
#01,0
#07,0
#01,0
#04,0
#01,1.322794318
#03,1.660522489
#01,0
#01,0
#03,3.36368374
#05,2.859041612
#05,0.811985542
#01,1.553499603
#02,1.364485488
#03,1.685712432
#03,1.091428822
#03,1.10442232
#01,2.573710686
#03,0.897231095
#02,3.721418848
#03,2.179224981
#02,5
#01,0
#05,1.078906373
#01,1.208277512
#01,0
#06,2.075578409
#03,1.475325467
#01,1.761405587
#02,0
#01,0
#03,0.922367203
#01,1.026581033
#01,0
#06,1.944548803
#01,1.382787334
#05,0.44664752
#05,1.189647759
#01,0
#02,1.043187201
#04,5
#06,1.374970179
#03,2.726676988
#05,1.20056088
#01,1.256803524
#01,2.917028331
#05,0.446481849
#07,0
#04,1.158068674
#04,2.932798465
#02,0
#02,1.566089237
#07,1.731263898
#07,0.442069205
#01,0
#04,0.332894674
#06,1.438280759
#04,4.050259593
#02,0.616939109
#05,0.863274633
#04,0
#01,1.181056182
#08,5
#01,0
#03,2.376712976
#01,0
#03,3.784837075
#01,5
#01,1.415037499
#04,0
#01,2.418848779
#06,0.207030615
#04,0.877210322
#03,1.297450454
#04,0.302735733
#03,1.812717673
#03,0.776591504
#03,1.40534143
#02,1.802750518
#01,0.858385395
#02,0.867356382
#03,1.018985896
#02,0.95299805
#03,2.056371114
#07,1.158031323
#04,0
#03,1.648149741
#02,2.389298772
#08,5
#01,0.760779407
#01,0.609530273
#04,0.813580278
#04,0
#02,0.991054834
#04,0.978279588
#03,1.708432688
#01,0.780192591
#06,1.095981724
#02,1.973556799
#01,0.469485283
#03,2.259592193
#01,0.864211542
#04,0.875563478
#02,2.438789985
#06,0.365432204
#05,0
#03,2.490039698
#06,0.600260219
#07,3.158429408
#06,1.172861838
#02,5
#07,0
#03,0.794637112
#04,1.100939416
#01,0
#02,1.266660084
#03,0.463550701
#05,1.501071016
#07,0.96123043
#07,2.058529018
#01,0.896906507
#04,0
#03,1.439611706
#03,3.410963913
#07,0.695618563
#01,0
#03,2.033924175
#06,0.558422144
#02,0.466270823
#06,1.521851326
#02,4.563944361
#01,0
#06,1.080702364
#04,3.683794415
#06,0.817096889
#03,1.84978323
#08,1.556673456
#05,0.840613185
#01,0
#07,1.506713959
#04,3.381257656
#10,1.368644594
#02,2.474443732
#01,1.057738446
#01,3.475627378
#06,2.161640315
#03,3.496406144
#02,0.853180622
#01,0
#01,0
#01,1.188493198
#05,0.463776154
#01,3.484655268
#04,2.939679769
#02,0
#03,2.425000562
#01,0
#05,0.751733804
#04,0.433343265
#03,1.52527273
#01,0
#01,0
#04,0
#09,0.434123903
#03,1.420181432
#04,2.391060156
#02,0.700093091
#03,3.331118342
#01,3.515574498
#08,5
#01,1.491059836
#05,0.484932697
#06,0.6365809
#05,1.531560255
#07,0
#01,0
#07,0.637429921
#03,4.292611437
#08,5
#01,0.883108872
#02,1.489592067
#01,1.608058458
#01,0
#07,0
#01,1.57351248
#01,0
#02,2.440396416
#01,3.955185003
#01,1.26337113
#02,2.289823165
#01,0
#02,0.826666602
#07,0
#01,0
#03,1.651849434
#07,0
#06,1.209440572
#02,1.481612702
#03,1.896070832
#01,2.469223326
#01,0
#04,2.107580551
#06,0.253958354
#03,3.055531598
#01,0
#03,2.135336849
#01,0
#07,0.820716944
#05,0
#08,3.685697889
#07,0
#06,0.99994174
#01,1.527099227
#01,2.258069839
#01,0
#03,3.201836632
#02,0.380654505
#06,0.619261002
#06,0
#02,0.644304997
#06,0.251450862
#02,1.202053874
#03,1.301541117
#06,1.114233744
#01,0
#05,0.654787517
#04,1.813821518
#01,4.631539941
#01,0
#06,2.005492927
#01,0
#06,0.305585289
#07,0
#04,0
#03,5
#02,2.6954511
#01,0.415518959
#01,0
#05,0.878311769
#01,0
#02,0.596990143
#01,0
#06,0.578521832
#08,5
#01,1.058667264
#07,0
#03,1.354247453
#01,0
#02,2.193438038
#01,4.717870175
#01,0
#03,0.661198087
#07,0
#03,1.654115651
#01,0.434423101
#01,5
#06,1.940422817
#04,0.925453047
#06,0.168415698
#03,0.615513839
#01,0.999724779
#04,0.820237616
#02,5
#03,0.285200062
#01,1.087367378
#06,0.197126729
#01,1.709235877
#05,3.73139665
#03,2.303105403
#03,3.654445155
#01,0
#02,3.833339242
#02,0.605119499
#04,0.710440043
#02,1.841751246
#01,0.935390919
#03,3.632058321
#02,1.514418288
#02,5
#03,1.374199383
#03,1.947983021
#03,1.860738328
#01,1.591726656
#02,1.439331892
#03,2.544228618
#03,2.013705421
#02,5
#07,0
#02,1.643667178
#05,0.561362274
#04,1.034369296
#03,0.721176967
#01,0.93854196
#02,1.629674599
#06,3.376178275
#03,2.094984258
#02,2.245342501
#01,0
#03,0.842569595
#02,0
#05,1.841191535
#03,2.328452754
#05,2.563598639
#01,1.147294375
#01,0
#03,1.156198275
#03,2.664980447
#02,1.291903063
#03,1.123470144
#05,1.263363579
#01,0
#02,0.595490487
#03,2.783845784
#03,2.787708675
#02,4.545945471
#03,3.214121176
#03,0.716810296
#01,0
#01,1.4287038
#03,2.354085263
#05,1.665780028
#01,1.514506194
#06,0.849182135
#02,1.313099262
#06,0.727691338
#01,0
#01,0.570201546
#06,0.830121882
#06,1.884456202
#02,2.221731074
#05,1.866986582
#04,0.896319139
#07,2.195996051
#06,1.056303006
#02,0
#06,1.7291234
#06,0.368860694
#01,0
#05,2.405123825
#07,1.196600538
#03,3.050317815
#03,1.055264501
#01,0.931949961
#02,0.500037382
#02,2.609848863
#04,1.549443252
#01,1.906649077
#02,0.952417628
#02,2.415230328
#06,1.171312579
#07,0
#06,1.407108855
#06,1.199700045
#03,2.873194833
#06,0.871352244
#09,0
#02,3.704678332
#06,0.534140173
#01,0
#01,0
#08,5
#02,5
#05,0
#07,2.388819979
#04,1.153849632
#05,2.766758871
#01,1.289059023
#03,3.055258733
#07,4.517523692
#01,4.385192204
#05,1.27921294
#04,2.989178527
#01,1.575408194
#04,0.501089943
#03,1.883135066
#01,0
#03,2.868624443
#06,0.611636563
#01,0.813586876
#03,2.359881639
#03,0.638002942
#05,3.102330273
#05,0.714313166
#02,1.547487795
#05,0.753694107
#02,1.147294375
#01,3.923951143
#03,1.557972405
#06,1.071817866
#06,1.058300399
#02,1.36168217
#01,0.818803076
#08,5
#06,0.529137301
#03,0.459087599
